statement_id,statement,creator,validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_difficult_words.1,True_gunning_fog,True_text_standard,characters,words,avg_word_length,numbers,sentences,unique_word_ratio,sentiment_index,hatred_index,support,opposed,neutral
0,We found that the number of cases of SARS-CoV-2 infection had little to no effect every 1.56 days in barracks-style buildings. The corresponding doubling time for apartment-style buildings was 2.65 days.,human,FALSE,69.48,7.8,6.1,12.1,10,11.79,7,4.833333333,7,6.7,6th and 7th grade,203,29,5.62,2,2,0.9,0.0256,0.0321,0.003676612,0.994526565,0.001796821
16,"When controlling for age, severity of illness, and co-morbidities, tocilizumab was associated with the majority of deaths in this study.",human,FALSE,34.26,0,13.5,15.2,16.1,11.73,7,15,7,18,11th and 12th grade,136,20,5.65,0,1,0.95,0.013,0.016,0.759524584,0.207915962,0.032559533
0,"When controlling for age, severity of illness, and co-morbidities, tocilizumab was associated with deaths in this study.",human,FALSE,37.3,0,12.3,16.18,15.9,11.91,6,12.5,6,16.21,11th and 12th grade,120,17,5.88,0,1,1,0.0145,0.0155,0.895529151,0.080452502,0.024018353
25,Results from hospitalized patients indicate that viral shedding in fecal matter does not occur ~3-7 days after a negative PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6-10 days following a positive nasal swab.,human,FALSE,27.83,0,20.1,11.51,23.2,13.48,13,27.5,13,21.85,12th and 13th grade,253,41,4.93,2,1,0.78,0.0278,0.0261,0.00622846,0.99107635,0.002695186
25,Results from hospitalized patients indicate that viral shedding in fecal matter does not occur ~3-7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab.,human,FALSE,27.83,0,20.1,11.51,23.2,13.48,13,27.5,13,21.85,12th and 13th grade,253,41,4.93,2,1,0.78,0.024,0.0257,0.005974829,0.991462529,0.002562607
0,"COVID-19 patients with asthma no significantly increased risk for mortality in Asia, unlike in Europe, North America, and South America.",human,FALSE,34.26,0,13.5,15.2,16.1,13.31,7,14,7,12,13th and 14th grade,136,20,5.65,0,1,0.9,0.0639,0.0156,0.00194107,0.996573567,0.001485355
0,"COVID-19 patients with asthma had no significantly increased risk for mortality in Asia, but did in Europe, North America, and South America.",human,FALSE,40.69,0,13.1,13.05,15.2,11.9,6,15,6,12.44,12th and 13th grade,141,22,5.27,0,1,0.91,0.0702,0.0137,0.001215762,0.997954845,0.000829431
21,The findings support global recommendations to prioritize COVID-19 vaccine allocation for underserved groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,human,FALSE,23.43,0,13.5,21.51,18,13.92,14,10.5,14,14.17,13th and 14th grade,220,28,6.82,0,2,0.93,0.2037,0.0091,0.021309476,0.969283164,0.009407256
21,The findings support global recommendations to prioritize COVID-19 Petri dishes allocation for older age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,human,FALSE,30.87,0,12.7,19.07,16.5,14.38,15,10.5,15,12.67,12th and 13th grade,223,30,6.4,0,2,0.97,0.1338,0.0106,0.173436493,0.768273473,0.05829002
6,Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity with moderate loss of sensitivity compared with testing each sample individually,human,FALSE,9.22,0,18.9,16.37,19.7,12.92,12,20,12,19.77,19th and 20th grade,188,28,5.75,0,1,0.82,0.0292,0.0149,0.024019752,0.971986055,0.003994089
6,Grouping samples into pools of thirty for PCR testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually,human,FALSE,9.22,0,18.9,16.6,19.8,12.92,12,20,12,19.77,19th and 20th grade,189,28,5.79,0,1,0.82,0.1123,0.0161,0.021790827,0.974447787,0.003761378
0,There were no differences in the way Covid affected males and females.,human,FALSE,76.22,0,5.6,9.85,7.7,10.81,3,7,3,11.47,6th and 7th grade,70,12,4.83,0,1,1,0.0364,0.0616,0.983656645,0.010234509,0.006108799
0,Men were entirely immune to Covid until they got cooties from women which is why women were more severely affected Covid than men.,human,FALSE,65.05,0,9.9,9.99,12.2,8.9,4,14.5,4,14.42,9th and 10th grade,130,23,4.65,0,1,0.87,0.0306,0.3843,0.98341167,0.011272736,0.00531555
16,"In the phase 1 trial, the potential vaccine formula caused a strong antibody response that remained elevated in all participants 3 years after the second vaccination. In the phase 2 trial, the potential vaccine formula showed better safety outcomes.",human,FALSE,34.76,0,13.3,13.52,13.8,11.89,11,13.75,11,13.95,13th and 14th grade,249,36,5.67,3,2,0.72,0.5571,0.0212,0.002547146,0.996142447,0.001310434
16,"In the phase 1 trial, the potential vaccine formula caused a strong antibody response that remained elevated in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula showed moderate/severe biohazards.",human,FALSE,26.81,0,14.2,15.08,15,12.89,13,14.5,13,16.02,14th and 15th grade,254,36,5.81,3,2,0.72,0.0414,0.0291,0.002482113,0.996171772,0.001346201
19,"Different amounts of antibodies produced after the two doses of vaccine were found. Individuals with a previous natural infection developed a higher antibody level. Among the individuals with no history of past SARS-CoV-2 infection, 5% had an antibody level at the same order of magnitude of infected people, suggesting that they acquired the infection in an asymptomatic way. In such individuals, two doses of vaccine may be sufficient to obtain a protective immune response.",human,FALSE,35.78,15.9,12.9,13.52,13.5,10.1,21,14.25,21,14.43,13th and 14th grade,476,73,5.4,1,4,0.73,0.0426,0.0463,0.004224782,0.993654132,0.002121133
20,"Different amounts of antibodies produced after the two doses of vaccine were found. Individuals with a previous natural infection developed a higher antibody level. Among the individuals with no history of past SARS-CoV-2 infection, 5% had an antibody level at the same order of magnitude of infected people, suggesting that they acquired the infection in an asymptomatic way. In such individuals, no vaccine may be sufficient to obtain a protective immune response.",human,FALSE,36.28,15.9,12.7,13.45,13.4,10.23,21,14,21,14.42,13th and 14th grade,466,71,5.44,1,4,0.75,0.0301,0.0473,0.002303118,0.996246278,0.001450547
16,"The proposed technique exhibited great similarity with the AIDS testing technique. The results obtained point to the application potential of this simple, low-cost magneto-assay for saliva-based point-of-care COVID-19 diagnosis.",human,FALSE,22.92,0,13.7,20.35,18.3,13.61,13,10.25,13,14.08,13th and 14th grade,228,29,6.79,0,2,0.9,0.7894,0.0131,0.962100565,0.01152024,0.026379069
16,"The proposed technique exhibited great similarity with the MCR testing technique. The results obtained point to the application potential of this simple, low-cost magenta-purple for saliva-based point-of-sale COVID-19 diagnosis.",human,FALSE,22.92,0,13.7,20.35,18.3,13.07,12,10.25,12,14.08,13th and 14th grade,228,29,6.79,0,2,0.9,0.7827,0.0168,0.826344252,0.114323027,0.059332676
23,"The therapeutic potential of terpenoids, flavonoids, and phenolic compounds, which are present in rich amounts, have been scientifically proven to possess remarkable anti-inflammatory effects that aid in the up-regulation of the immune system, thereby contributing significantly to the recovery of COVID19 patients.",human,FALSE,-5,0,24.4,20.32,30.3,14.37,19,31,19,26.32,30th and 31st grade,315,42,6.38,0,1,0.86,0.9143,0.0171,0.991798997,0.002644899,0.005556141
30,"The absence of terpenoids, flavonoids, and phenolic compounds, which do not have any anti-inflammatory effects or up-regulation of the immune system, are among the major factors that can help in the recovery of patients with COVID19.",human,FALSE,34.94,0,17.3,14.11,22.5,12,13,22,13,18.84,11th and 12th grade,233,36,5.36,0,1,0.89,0.4844,0.0212,0.991424918,0.001972238,0.00660284
11,"Recent scientific advancements in the field of mRNA technology have shown promising results in boosting protein translation, regulating innate and adaptive immunogenicity, and enhancing the delivery mechanism of vaccines. These vaccines are a novel class of immunization designed to safeguard against a wide range of infectious diseases, and were among the first vaccines to be authorized globally for use against the COVID-19 pandemic.",human,FALSE,22.58,0,17.9,17.18,22.3,12.97,27,22.75,27,21.49,17th and 18th grade,436,63,5.86,0,2,0.78,0.8383,0.0208,0.007427088,0.988738894,0.003833958
23,"Recent improvements in mRNA vaccines act to decrease protein translation, suppress innate and adaptive immunogenicity, and worsen delivery. mRNA vaccines are an old type of vaccine to protect against infectious diseases and were not the first COVID-19 vaccines authorized worldwide.",human,FALSE,34.26,0,13.5,17.23,17.2,12.92,18,13,18,14,13th and 14th grade,282,40,5.97,0,2,0.85,0.0139,0.0295,0.013927593,0.979654849,0.006417639
16,"After factoring in age, illness severity, and co-morbidities, this study did not establish a correlation between tocilizumab and a reduction in fatalities.",human,FALSE,15.31,0,16.6,16.71,18.3,11.9,9,18,9,21.53,16th and 17th grade,155,22,5.91,0,1,0.86,0.013,0.0188,0.130850479,0.01132501,0.857824445
16,"When controlling for age, severity of illness, and co-morbidities, tocilizumab was associated with fewer deaths in this study.",human,FALSE,36.28,0,12.7,15.95,16.1,12.42,7,13,7,16.09,12th and 13th grade,126,18,5.83,0,1,1,0.2279,0.0149,0.933431685,0.048739381,0.017828979
5,"The evidence suggests that the virus may have spread through transportation on highways and motorways, including individuals traveling alone in passenger cars, which some members of the public have recently suggested as a potential solution. This mode of transportation may have actually contributed to the initial spread of the virus.",human,FALSE,37.64,0,14.2,15.73,18,10.88,16,19.5,16,19.6,19th and 20th grade,335,50,5.64,0,2,0.78,0.0087,0.0794,0.761167586,0.139595896,0.099236511
16,"It is a well-known fact that the virus does not spread through transportation on highways and motorways, and there is no evidence to support the idea that traveling alone in passenger cars contributed to the initial spread of the virus.",human,FALSE,47.8,0,16.5,11.44,21.8,9.57,8,26,8,21,16th and 17th grade,236,40,4.88,0,1,0.78,0.0136,0.1086,0.666984618,0.295436352,0.037579037
18,"It has been reported based on studies conducted on hospitalized patients that viral shedding in fecal matter may occur within the range of 3 to 7 days subsequent to obtaining a positive PCR test from a nasal swab. Furthermore, it has also been observed that shedding in feces might persist for a duration of 6 to 10 days even after a negative result is obtained from a nasal swab.",human,FALSE,44.92,0,15.6,9.3,17.1,12.44,21,21.75,21,19.02,15th and 16th grade,380,65,4.68,4,2,0.74,0.0143,0.0311,0.004317563,0.993772328,0.001910119
25,Results from hospitalized patients indicate that viral shedding in fecal matter occurs exactly 2 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for a lifetime following a negative nasal swab.,human,FALSE,28.85,0,19.7,12.49,23.1,13.24,15,28,15,22.51,12th and 13th grade,251,41,5.07,1,1,0.78,0.0157,0.0307,0.0089073,0.986802995,0.004289672
10,"The evaluation results reveal an impressive degree of precision in diagnosis, ranging from 89% to 99%. Through cutting-edge image processing techniques utilizing X-ray images, the proposed method has demonstrated its efficacy in early detection and classification of COVID-19. This approach boasts an end-to-end architecture that eliminates the need for manual feature extraction or manual selection methods, establishing its reliability and efficiency.",human,FALSE,17.03,17.5,15.9,18.85,19.1,13.96,29,16.5,29,19.92,18th and 19th grade,453,59,6.46,2,3,0.88,0.889,0.0137,0.78423208,0.023658428,0.19210957
17,"The evaluation results show high diagnosis accuracy, from 99% to 100%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",human,FALSE,29.69,0,15.2,14.97,17.6,13.23,19,17.25,19,17.15,17th and 18th grade,327,47,5.72,2,2,0.89,0.8227,0.012,0.881773055,0.012763948,0.105462924
2,"Many people who are infected with the virus do not present with any clinical symptoms; current estimates suggest less than 30% of individuals who have SARS-CoV-2 antibodies in their blood are asymptomatic. Those individuals carry the virus and potentially spread it to others, who may react with severe COVID-19 disease.",human,FALSE,46.1,0,13,13.52,16.6,11.51,14,16.5,14,15.6,16th and 17th grade,320,49,5.39,1,3,0.84,0.0152,0.0834,0.993333876,0.002276048,0.004390104
2,"Many people who are infected with the virus do not present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-CoV-2 antibodies in their blood are asymptomatic. Those individuals carry the virus and potentially spread it to others, who will not react with severe COVID-19 disease.",human,FALSE,46.1,0,13,13.76,16.8,11.51,14,16.5,14,15.6,16th and 17th grade,322,49,5.43,1,3,0.82,0.0165,0.0844,0.992678046,0.002610211,0.004711691
16,"We addressed the infectability of the central nervous system. Early reports from Wuhan suggested that 36% of COVID-19 patients do not show neurological symptoms, later European studies showed less than 60%; cases of viral encephalitis have been reported.",human,FALSE,43.73,0,11.9,14.79,15,14.14,17,12.5,17,13.92,14th and 15th grade,254,36,5.75,2,3,0.92,0.0236,0.0296,0.641586125,0.288391978,0.070021957
16,"We addressed the infectability of the central nervous system. Early reports from Wuhan suggested that 36% of COVID-19 patients show neurological hemorrhaging, later European studies showed as much as 60%; cases of viral encephalitis have been reported.",human,FALSE,35.78,0,12.9,15.49,15.3,14.37,17,12.75,17,14.97,14th and 15th grade,252,35,5.89,2,3,0.89,0.0222,0.0338,0.642005801,0.304223418,0.053770814
23,"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were better than those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",human,FALSE,40.04,12.5,11.2,16.12,15.2,12.79,17,8.833333333,17,10.37,12th and 13th grade,311,40,6.15,3,2,0.8,0.1571,0.019,0.00312093,0.995405912,0.001473239
